#./double_munderdamped_3d --dev=0 --amp=250.0 --omega=1 --mass=0.1 --force=0 --Dg=0.01 --block=256 --paths=1024 --periods=1000 --trans=100 --samples=10000 --spp=10000 --algorithm=euler --pav=1 --mode=moments --domain=1d --domainx=a:-1:3:300:1 --domainy=s:-1:2:100:1 --domainz=a:-1:2.5:100:1 --q=2 --eps=0 --phi=1.57079632679 --lambda=5.0 --zeta=0.2 --comp=0 --mean=1.0 --second=20.0 --skew=0.99 --distribution=s>> 1D_double_a:-1:3:300:1_20.0_5.0_0.99_1.0_0.1.dat
#a <<v>> <<v^2>> qnu(q) mu_q Dx Gx Gv EBx EBv
5.754399e+00 1.131925e+00 5.032382e+02 9.579263e-01 6.040318e+05 4.806732e+01 -6.121991e-02 3.119351e+00 1.824399e-04 1.306549e-02
5.933806e+00 1.145193e+00 5.037206e+02 9.965510e-01 6.152274e+05 4.895824e+01 3.962059e-02 2.955404e+00 2.158501e-04 1.339986e-02
6.118806e+00 1.154529e+00 5.033171e+02 9.495659e-01 5.957378e+05 4.740730e+01 -4.999851e-02 3.203277e+00 2.055019e-04 1.298008e-02
6.309573e+00 1.163150e+00 5.035374e+02 9.184806e-01 5.567871e+05 4.430771e+01 5.708469e-02 2.144341e+00 2.032024e-04 1.189890e-02
6.506289e+00 1.178074e+00 5.035941e+02 9.830989e-01 6.083828e+05 4.841356e+01 3.127648e-03 2.417254e+00 2.088651e-04 1.255550e-02
6.709137e+00 1.182214e+00 5.033129e+02 9.331674e-01 5.649839e+05 4.495999e+01 2.220690e-02 1.944387e+00 1.926815e-04 1.115328e-02
6.918310e+00 1.184618e+00 5.034185e+02 9.516567e-01 5.620902e+05 4.472972e+01 -4.939157e-02 2.038323e+00 2.039235e-04 1.163099e-02
7.134004e+00 1.200891e+00 5.032530e+02 9.506825e-01 5.927328e+05 4.716818e+01 4.171684e-02 2.631154e+00 1.982064e-04 1.136590e-02
7.356423e+00 1.212655e+00 5.039096e+02 8.897592e-01 5.021925e+05 3.996321e+01 1.448374e-02 1.389447e+00 1.918374e-04 9.802080e-03
7.585776e+00 1.225130e+00 5.036327e+02 9.445332e-01 5.955533e+05 4.739263e+01 -5.536221e-03 2.264659e+00 1.953099e-04 1.106436e-02
7.822280e+00 1.228494e+00 5.037233e+02 9.955171e-01 5.830448e+05 4.639723e+01 6.640505e-02 2.284327e+00 2.126894e-04 1.124651e-02
8.066157e+00 1.233711e+00 5.033761e+02 9.505783e-01 5.716552e+05 4.549087e+01 -3.166317e-02 2.796682e+00 2.089717e-04 1.072396e-02
8.317638e+00 1.251764e+00 5.038126e+02 9.702982e-01 5.946580e+05 4.732138e+01 -5.810153e-03 2.023414e+00 2.100883e-04 1.085735e-02
8.576959e+00 1.259411e+00 5.031964e+02 9.279452e-01 5.455372e+05 4.341247e+01 -9.520448e-02 1.923209e+00 2.115748e-04 1.006128e-02
8.844365e+00 1.278237e+00 5.035745e+02 9.243799e-01 5.705346e+05 4.540170e+01 -9.757442e-02 9.461490e-01 2.095929e-04 9.634615e-03
9.120108e+00 1.286992e+00 5.037225e+02 9.619138e-01 5.670469e+05 4.512416e+01 -6.735113e-02 3.759768e+00 1.946607e-04 9.866330e-03
9.404449e+00 1.302570e+00 5.034951e+02 9.531190e-01 5.492255e+05 4.370598e+01 -1.061823e-02 2.623030e+00 2.059105e-04 9.174313e-03
9.697654e+00 1.325658e+00 5.038298e+02 9.505861e-01 5.664686e+05 4.507814e+01 -8.654804e-02 2.949929e+00 1.968790e-04 9.126396e-03
1.000000e+01 1.344032e+00 5.035579e+02 9.523973e-01 5.537861e+05 4.406890e+01 -1.101980e-01 3.115028e+00 2.031796e-04 8.647472e-03
1.031177e+01 1.353213e+00 5.040095e+02 9.112329e-01 5.398526e+05 4.296010e+01 -1.588513e-02 2.099747e+00 2.104131e-04 8.401067e-03
1.063327e+01 1.363731e+00 5.036839e+02 9.830195e-01 5.532954e+05 4.402985e+01 8.475181e-03 1.931737e+00 2.135820e-04 8.580285e-03
1.096478e+01 1.396199e+00 5.044095e+02 9.483239e-01 5.571940e+05 4.434009e+01 -6.679750e-02 2.275714e+00 2.044194e-04 8.192065e-03
1.130663e+01 1.404002e+00 5.037819e+02 9.625448e-01 5.182899e+05 4.124420e+01 -1.318803e-01 2.394621e+00 1.930567e-04 7.502044e-03
1.165914e+01 1.419648e+00 5.041254e+02 9.276693e-01 5.069428e+05 4.034122e+01 -1.923052e-02 2.564846e+00 1.941004e-04 7.090630e-03
1.202264e+01 1.440803e+00 5.037455e+02 8.548918e-01 4.870648e+05 3.875939e+01 -3.709301e-02 2.951991e+00 1.876405e-04 6.590508e-03
1.239748e+01 1.461218e+00 5.036754e+02 8.944231e-01 4.731699e+05 3.765366e+01 -9.260656e-02 1.750180e+00 2.001653e-04 6.248506e-03
